wine_id,region_id,price,score
7378,284,33,93
19137,51,75,93
23772,37,40,93
41473,51,58,93
49470,51,55,93
52507,51,65,93
55395,51,38,93
62806,51,49,93
79156,51,32,93
79811,51,55,93
89971,108,32,93
96190,51,65,93
107402,51,40,93
5023,51,50,92
6516,51,42,92
8907,51,60,92
10082,51,48,92
14619,51,36,92
1286,371,16,88
7136,37,9,88
17463,371,35,88
25380,37,40,88
20131,408,13,88
30284,310,17,88
39399,51,50,88
71992,346,35,88
80955,51,40,88
84657,310,13,88
92450,408,50,88
51078,408,20,88
106644,408,7,88
106646,408,10,88
48250,346,15,88
7719,51,40,88
15670,371,90,88
48919,51,20,85
51143,253,13,85
3187,51,35,85
9429,216,16,85
28726,51,20,85
66426,51,34,85
69428,51,26,85
58937,51,15,84
72577,51,10,84
78234,51,70,84
78238,51,24,84
12869,253,10,84
46008,51,35,89
26144,51,75,89
28091,51,25,89
18910,51,36,89
31449,51,35,89
36462,230,20,89
86339,51,45,89
94477,51,40,89
95128,51,32,89
97649,51,34,89
105828,51,42,90
105831,51,98,90
3027,51,35,90
5099,51,56,90
19410,51,38,90
21763,296,22,90
29337,51,38,90
30187,253,22,90
30191,253,18,90
30711,51,42,90
32606,296,21,90
33104,296,23,90
33987,296,30,90
35923,398,20,90
36306,51,39,90
110473,51,38,90
99449,214,11,86
33,408,10,86
20299,37,14,86
30466,51,30,86
42874,408,35,86
51080,37,75,86
99638,51,17,86
77791,51,23,86
95593,51,27,86
87296,296,15,87
24083,296,40,87
44992,51,20,87
11253,51,13,86
19319,280,28,86
60533,51,20,86
60582,51,24,86
67354,296,15,86
71198,51,18,86
82004,108,11,86
95010,408,18,86
67351,296,24,86
94358,51,12,86
94676,51,18,86
41135,51,15,86
87166,230,14,88
5527,51,42,88
4179,51,48,88
9973,214,19,88
11743,51,40,88
13073,216,50,88
13676,230,16,88
19965,216,25,88
67087,51,22,88
67779,51,15,88
76232,51,70,88
78124,230,9,88
82409,108,40,88
84167,51,16,88
34359,11,31,93
35627,11,30,93
37041,51,38,93
37320,408,45,93
95978,408,50,93
96004,408,24,93
66319,51,86,93
75973,408,55,92
84640,11,28,92
84641,11,45,92
85534,51,85,92
13536,408,50,92
14261,51,120,92
19848,408,30,92
23028,296,25,92
23585,296,40,92
106496,408,32,92
106499,408,40,92
35893,398,46,92
38210,408,39,92
41299,51,85,92
55414,47,60,92
39306,51,75,94
109836,51,120,94
2721,108,85,94
15942,51,28,94
61002,371,125,94
67459,381,154,94
39309,51,70,94
44383,51,150,94
44610,230,56,94
48036,51,72,94
55199,51,35,93
61001,371,70,93
69238,51,38,93
79033,51,175,93
88053,51,36,93
91901,51,60,93
94622,51,110,93
99776,51,100,93
105001,371,85,93
106039,51,80,93
4302,408,20,86
4468,309,14,86
41497,51,9,85
42247,214,10,85
8408,51,75,85
16109,51,22,85
17826,371,12,85
85132,51,34,85
86639,51,65,85
88561,214,10,85
88564,214,8,85
90212,51,32,92
92053,51,71,92
48987,51,42,92
76452,29,35,92
19805,51,75,92
21071,37,16,92
94339,51,100,92
53304,51,15,86
18996,51,20,85
24938,37,20,85
25346,37,12,85
22524,37,15,85
26186,51,11,85
29989,192,9,85
29995,192,10,85
54486,163,10,85
88151,192,7,85
88731,71,8,85
102438,71,10,85
104817,381,20,85
12013,51,28,85
81454,408,125,99
108036,51,94,99
22769,37,1900,98
23012,37,380,98
79161,408,50,98
65820,371,102,98
23888,37,170,97
97068,371,220,97
97222,371,215,97
53181,51,150,97
22169,37,1100,97
108022,51,82,97
21591,37,280,96
22695,37,200,96
96786,371,75,96
21964,37,1200,96
22705,37,195,96
48097,51,125,96
22949,37,1300,96
23891,37,400,96
108037,51,78,96
20910,37,75,96
108028,51,56,95
21161,37,89,95
21256,37,163,95
21259,37,110,95
36425,408,60,95
48966,51,75,95
6486,51,28,88
9031,253,34,88
19263,51,35,88
20863,37,45,88
24942,37,20,88
21681,253,21,88
22471,37,30,88
22760,37,45,88
23103,37,22,88
20212,408,18,88
26215,37,58,88
30460,51,10,88
32158,51,55,88
36411,408,16,88
45169,408,25,88
77086,253,20,87
12761,51,12,87
12920,408,30,87
18023,408,24,87
20830,37,19,87
24619,37,15,87
24726,37,26,87
110260,214,10,85
2515,214,13,85
5792,214,13,85
98831,395,16,85
102534,214,12,85
48155,12,17,85
9667,395,22,85
110258,214,10,85
46843,51,12,85
13849,51,20,85
39130,108,10,85
99347,51,15,85
51855,284,40,85
47704,51,11,85
61139,51,10,85
8253,214,13,85
31141,51,25,85
100425,214,10,85
944,192,9,85
76389,192,10,85
82446,108,11,85
22436,37,13,85
23896,37,20,85
24001,37,13,85
42499,51,10,85
14371,51,12,85
21499,37,20,85
23186,37,28,85
82614,51,20,90
11148,51,50,90
19540,51,30,90
29434,51,28,90
32013,214,25,90
78454,51,115,90
82608,51,35,90
82611,51,20,90
98214,51,18,90
101775,51,12,90
42316,214,15,90
78221,371,50,86
83495,132,16,86
97773,371,85,86
99803,371,16,86
37018,51,14,86
80347,253,10,86
4012,371,15,86
105147,371,65,86
105685,51,25,86
58836,371,29,85
82207,108,20,85
83490,132,23,85
93383,51,19,85
84107,51,10,85
19315,280,22,85
103182,253,18,85
80366,51,48,92
88757,51,30,92
91904,408,35,92
95499,408,20,92
59794,371,90,92
60780,37,135,92
101631,408,40,92
102279,408,40,92
97060,371,50,92
60995,51,22,92
62309,371,80,92
69233,51,29,92
75052,371,75,92
3108,408,56,92
7775,51,45,92
19131,371,45,92
21715,37,49,92
30407,51,30,92
102002,37,13,84
106664,408,10,84
23531,37,20,84
29161,408,29,84
80723,37,12,84
91476,253,25,84
102174,51,37,84
103205,253,20,84
15626,37,12,84
18352,408,18,84
20897,37,25,84
22449,37,25,84
26758,51,9,84
31979,71,13,84
38288,51,22,84
25039,37,17,84
21501,37,23,84
21874,37,15,84
49617,408,33,91
15645,371,55,91
21857,37,35,91
23239,37,26,91
57345,153,20,91
57755,51,45,91
63024,51,50,91
63027,51,40,91
63131,214,24,91
65664,51,60,91
2868,408,29,91
11741,51,30,91
13108,51,40,91
95486,408,45,91
105205,284,50,91
24728,37,29,91
54271,29,19,85
54452,51,28,85
60146,74,50,85
65028,51,15,85
83697,51,14,85
87711,214,12,85
31140,51,25,85
33803,29,15,85
44143,214,12,85
45674,29,20,85
45695,29,22,85
62113,51,18,84
63097,29,12,84
14096,51,46,84
105228,51,50,84
2003,51,10,84
11668,51,23,84
47030,216,19,84
57805,11,23,84
62752,51,47,84
66244,51,60,84
68662,51,42,84
77454,51,13,84
66168,51,16,83
108918,51,38,83
50281,250,25,83
1551,214,13,83
36283,11,21,83
9280,214,25,83
49676,51,55,83
20930,37,180,94
21356,37,74,94
51452,51,300,94
71161,371,130,94
68270,371,120,93
72782,408,30,93
80864,51,36,93
81455,408,85,93
17471,371,75,93
24649,37,45,93
21830,37,90,93
36430,408,36,93
98029,371,80,93
19524,51,50,93
25221,37,47,93
22136,37,270,93
20486,408,50,93
37309,408,28,93
76842,51,55,93
96957,371,60,93
106027,51,48,93
3543,408,22,93
107981,51,46,89
15960,214,10,89
78515,214,12,89
94846,383,30,89
49649,51,55,89
1876,51,15,88
95147,51,25,87
3935,408,14,87
14369,51,50,87
21005,37,12,87
24555,37,20,87
25577,37,13,87
28398,408,26,87
35900,398,17,87
48992,51,32,87
105735,284,50,87
106498,408,28,87
78273,37,17,87
78631,284,25,87
85281,51,11,87
94882,284,80,87
21756,37,18,87
14025,51,60,87
106704,408,15,87
22713,37,20,87
35898,398,14,87
49291,408,40,87
20646,51,19,87
26874,51,65,87
27118,51,36,87
37267,408,24,87
59507,51,32,86
74146,408,15,86
78275,37,15,86
81170,51,24,86
94962,408,32,86
9107,132,15,86
107588,51,24,86
85356,29,17,88
94180,51,40,88
96281,395,35,88
98680,51,35,88
101413,51,60,88
104482,29,15,88
24237,37,10,88
24624,37,35,88
24703,29,20,88
78026,51,45,88
78027,51,28,88
80194,395,22,88
84087,51,40,88
85150,51,18,88
91258,29,14,88
109376,11,25,85
84534,214,15,84
84535,214,20,84
87070,214,11,84
20309,395,18,84
68502,51,20,84
18406,11,15,84
18460,11,19,84
87709,214,10,84
104323,11,8,84
109382,11,23,84
72163,51,15,84
78810,11,19,84
84649,11,24,84
88076,51,15,84
110561,214,12,84
5057,11,15,84
18418,11,16,84
54239,11,17,84
85807,51,25,87
88122,51,38,87
88307,51,28,87
71283,195,15,87
74651,371,39,87
81039,51,25,87
81928,108,13,87
85969,51,45,87
93852,51,35,87
15389,381,15,87
22726,37,22,87
36874,74,70,92
40268,51,25,92
44231,284,82,92
44864,284,75,92
44865,284,85,92
89148,51,48,92
95053,51,55,92
96798,284,50,92
97027,284,48,92
30199,284,76,92
12799,51,17,91
30946,74,60,91
37586,51,58,91
37593,51,25,90
101506,51,35,90
106932,51,65,90
107493,408,36,90
107600,51,35,90
2187,51,49,90
104381,37,31,90
6343,408,28,90
23053,37,37,90
26810,408,40,90
31577,74,85,90
53089,51,28,90
53564,51,35,90
62748,51,42,90
65972,214,39,90
72992,51,24,90
75783,51,50,90
77481,51,22,90
82541,51,26,90
92918,74,60,90
94959,408,19,90
82745,51,12,87
92222,51,18,87
94270,51,30,87
56405,51,24,87
60529,51,20,87
41130,51,24,87
21234,296,36,87
20940,37,30,88
21271,37,30,88
45880,123,79,88
42429,51,20,88
47738,408,20,88
1930,408,25,88
3298,51,24,88
3776,253,20,88
20973,37,53,88
21976,37,42,88
22145,37,15,88
55516,51,98,88
61212,51,13,88
67042,51,25,88
74304,408,45,88
79939,284,15,88
44336,51,44,88
8633,284,10,88
138,51,42,84
100424,214,10,84
22111,37,22,84
58142,29,22,84
74236,408,28,84
81716,108,33,84
58459,51,12,84
47705,51,11,84
56619,408,21,84
58124,29,14,84
945,192,9,84
11679,51,23,84
56711,253,22,90
56712,253,17,90
57430,51,24,90
58680,51,30,90
58766,51,28,90
65341,398,25,90
65952,284,107,90
67924,408,35,90
70586,284,58,90
71915,51,32,90
76202,51,32,90
78167,51,60,90
49127,51,25,90
56973,278,18,89
61569,408,70,89
64487,90,16,89
70247,284,25,89
71936,51,13,89
75130,253,15,89
76296,51,30,89
82626,51,20,89
83580,51,35,89
89783,51,34,89
95518,408,24,89
83592,51,24,88
85804,51,25,88
88315,51,30,88
88776,381,50,88
91817,11,18,88
97567,51,62,88
98999,51,85,88
99525,51,32,88
49,408,10,88
66,408,10,88
62726,51,48,88
63879,11,19,88
69201,51,75,88
69237,51,32,88
72167,51,40,88
76919,11,23,88
78700,381,53,88
53838,51,30,88
57847,11,21,88
110196,51,24,88
48672,51,14,88
27367,408,12,88
44753,253,15,88
43318,371,92,94
87895,371,85,94
97333,371,90,94
71875,371,70,94
69118,51,36,94
70523,371,40,94
72658,51,64,94
79452,371,120,94
79659,371,73,94
70435,371,65,94
78019,51,55,94
78878,371,45,94
87612,51,46,94
96730,371,106,94
101757,371,72,94
20805,51,60,94
26872,51,40,94
27144,371,75,94
37555,51,40,94
103309,371,55,94
17601,371,65,94
51976,371,150,94
55984,51,50,94
57031,51,22,87
65569,51,65,87
101402,51,20,87
103700,214,19,87
109415,51,25,87
15578,284,26,87
27028,284,16,87
87499,195,40,87
59149,195,26,87
90529,51,20,87
93405,51,40,87
94273,51,30,87
1172,51,35,87
4915,51,30,87
14659,51,15,87
105576,226,25,85
6595,51,18,85
9071,371,20,85
28588,371,12,85
2310,214,29,85
13198,51,20,85
33840,11,17,85
35756,51,17,85
40931,371,15,85
50728,51,25,85
104451,371,32,85
105581,226,18,85
66968,51,20,84
14709,51,16,84
16996,214,17,84
25830,335,20,84
58392,371,32,90
65812,371,66,90
68266,371,28,90
73922,51,33,90
38130,408,40,90
50674,51,75,90
103342,346,20,90
4308,408,18,90
14661,51,14,90
14754,371,58,90
25660,371,53,90
29147,51,30,90
96728,371,37,90
96905,371,65,90
99407,371,70,90
100771,51,30,90
11401,371,34,90
25319,37,15,85
22587,37,25,85
23355,37,15,85
46827,51,12,85
69,408,10,85
1999,51,10,85
3608,51,12,85
4335,284,20,85
5351,253,16,85
49247,51,32,85
101612,408,6,85
70171,51,15,85
74847,51,10,85
87255,408,10,85
54708,253,18,85
57636,51,10,85
68434,51,15,85
68436,51,15,85
4431,51,29,85
15117,408,15,85
56304,51,17,88
102499,214,19,88
54357,395,35,88
69524,51,13,88
3191,51,19,88
15036,51,45,88
26170,51,15,88
27035,51,29,88
35727,381,42,88
43802,51,75,88
73858,408,28,88
89239,408,35,88
91262,29,20,88
100240,381,85,88
50911,408,11,88
57821,11,17,88
65429,381,20,88
68897,408,40,88
70914,381,27,88
1431,408,13,88
3841,381,47,88
40115,395,18,87
9052,12,25,87
18706,108,26,87
31098,51,30,87
32315,214,16,87
81945,108,15,87
81501,108,30,87
86825,108,12,87
89980,108,10,87
102044,51,30,87
107612,51,18,87
48153,12,27,87
31505,51,24,85
39196,51,20,85
4920,51,30,85
24666,29,12,85
22764,37,15,85
35380,29,15,85
39198,51,25,85
45660,29,11,85
72987,51,10,85
77264,395,25,85
32377,51,55,90
52888,51,14,90
53618,51,60,90
13208,51,65,90
83077,51,15,90
83669,253,13,90
86759,371,80,90
88125,51,45,90
90564,51,40,90
99316,408,50,90
101566,408,25,90
37,408,30,90
1770,51,38,90
3306,51,33,90
11498,51,22,90
15655,371,55,90
19376,51,45,90
21742,37,50,90
22284,37,65,90
22462,37,19,90
23382,37,42,90
23820,37,19,90
27149,371,75,90
48946,51,15,90
50417,253,18,90
62176,51,11,90
62710,51,38,90
68456,51,39,90
69234,51,32,90
26373,51,50,88
27471,51,32,88
28961,51,38,88
32663,51,42,88
68,408,10,88
1427,408,25,88
1433,408,18,88
20252,408,9,88
27374,408,12,88
30654,101,22,88
42368,408,35,88
50616,51,15,88
54003,11,18,88
54246,11,19,88
57898,51,35,88
58418,381,16,88
62716,51,40,88
68485,253,18,88
34405,11,19,88
35732,274,20,88
106728,408,16,88
2689,51,75,88
4410,51,40,88
5214,51,44,88
77001,51,75,95
5552,284,65,95
46033,284,60,95
46342,284,96,95
84985,284,59,95
61045,284,60,94
66202,51,43,94
85660,284,42,94
17188,284,48,94
27508,284,70,94
28421,284,80,94
12411,284,46,94
76089,284,80,94
79114,284,64,94
84951,284,75,94
67723,51,28,89
76721,51,70,89
54389,51,14,89
48426,47,14,89
53522,51,29,89
46161,51,22,89
4178,51,24,89
8483,296,19,89
8739,51,28,89
9037,253,16,89
87980,51,35,89
97882,214,20,89
5627,51,17,89
7265,51,24,89
12520,51,55,89
74819,51,45,89
75420,51,45,89
53832,51,24,89
